"company_name","summary","author_title","author_location","recommends_flag","outlook_flag","ceo_opinion_flag","main_text_description","pros_description","cons_description","advice_to_management_description","star_rating_overall","star_rating_work_life_balance","star_rating_culture_and_values","star_rating_career_opportunities","star_rating_comp_and_benefits","star_rating_senior_management","star_rating_review_date"
"gsk","well compensated","Former Employee - Pharmaceuticals Sales Representative","None","Recommends","None","Approves of CEO","I worked at GlaxoSmithKline full-time for more than a year","They provided all the means to help Sales reps generate sales- company car, phone plan, ipad, company credit card and food allowance.","The pressure on sales is high and I end up working late hours on some days, but they're the best company I've worked for.","None",4.0,4.0,5.0,5.0,5.0,4.0,"Thu Aug 29 2013 11:27:55 GMT-0700 (Pacific Daylight Time)"
"gsk","Great learning experience with wonderful colleagues","Former Employee - Principal Scientist","Shanghai, Shanghai","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 5 years","Good compensation, good culture, friendly colleagues, lots of opportunity for learning and career growth","constant change, inconsistent management skills","None",4.0,4.0,4.0,4.0,5.0,3.0,"Fri Aug 30 2013 09:45:45 GMT-0700 (Pacific Daylight Time)"
"gsk","If what you care is a 9-to-5 job with good welfare","Former Employee - Investigator","King of Prussia, PA","Doesn't Recommend","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","Good welfare, respect of employees' work life balance","Too hierarchical, no transparency, nightmare for young, energetic and passionate  scientists who have innovative ideas, terrible management at the manager/director levels who micromanage and take credits of their direct reports","None",3.0,5.0,2.0,1.0,4.0,4.0,"Sun Sep 08 2013 08:25:09 GMT-0700 (Pacific Daylight Time)"
"gsk","Intern at GSK","None","None","Recommends","Positive Outlook","None","I worked at GlaxoSmithKline ","Well organised, good work culture","Not very serious about interns","None",4.0,4.0,4.0,3.0,4.0,4.0,"Mon Aug 19 2013 12:27:09 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company","Current Employee - Customer Sales Manager","Phoenix, AZ","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Good salary good company great","Long hours huge sales staff","None",5.0,5.0,5.0,5.0,5.0,5.0,"Mon Aug 12 2013 09:08:37 GMT-0700 (Pacific Daylight Time)"
"gsk","Senior Manager","None","None","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline ","- Very good salary (especially if you can get expat status=less tax) and perks (highlight: 38 days of annual leave
- Excellent facilities
- Truly global organisation with people from all around the globe
- (Theoretically) huge career and assignment opportunities","- Awful organisational culture 
- Very slow career advancement (5years+ in the role of Senior Manager, except you work for a VP with political capital
- Slow decision making
- Remains a silo organisation (despite any efforts to transform)","None",3.0,5.0,1.0,3.0,5.0,3.0,"Thu Aug 29 2013 22:41:33 GMT-0700 (Pacific Daylight Time)"
"gsk","Senior Leadership needs to be cleaned out","Current Employee - Anonymous Employee","None","Doesn't Recommend","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Compensation and benefits are excellent","Senior Leadership does not hold true to our Values. They are unopen and unwilling to change. HR runs the organization and the Patient First IC program is ridiculous.","None",3.0,3.0,1.0,3.0,4.0,1.0,"Wed Aug 21 2013 10:46:08 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company","Current Employee - IT Support","Moscow","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Stability, adequate loacl management, office near the park","Endless cost-savings and organizational restructurizations","None",4.0,4.0,5.0,3.0,3.0,4.0,"Mon Aug 05 2013 00:13:57 GMT-0700 (Pacific Daylight Time)"
"gsk","IT M&A team member and Project Manager","Former Employee - M&A PM of Acquired Company","None","Doesn't Recommend","Neutral Outlook","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than a year","Large company with great resources and some very sharp people and teams.  Reasonably logical organization that eventually gets the job done.","Constant down sizing and insensitive means to communicate this with the teams destroys any morale and sense of dedication.

Continuous M&A in the company and yet, no standard template from which to work.  The various teams need some standard guidance and as a result, often get the priorities and sequences logically incorrect, lengthening the projects, acquisition cycles, etc.","None",2.0,1.0,2.0,2.0,4.0,3.0,"Tue Aug 20 2013 05:29:54 GMT-0700 (Pacific Daylight Time)"
"gsk","Great place, great people","Former Employee - Software Developer","Verona","None","None","None","I worked at GlaxoSmithKline full-time for more than 3 years","Friendly people, high technical skiil, challenging projects","Some politics getting in the way","None",4.0,5.0,4.0,3.0,4.0,3.0,"Mon Aug 05 2013 11:13:33 GMT-0700 (Pacific Daylight Time)"
"gsk","Do not work here","Former Employee - Disposable Contractor","All, MO","Doesn't Recommend","Negative Outlook","Disapproves of CEO","I worked at GlaxoSmithKline full-time for more than a year","Given 1 year notice when fired.","Everyone gets fired because you are replaced by Indians","None",1.0,1.0,1.0,1.0,1.0,1.0,"Sun Sep 08 2013 05:01:20 GMT-0700 (Pacific Daylight Time)"
"gsk","Very good company with a strong focus on quality of life for patients","Former Employee - Senior Consultant","Research Triangle Park, NC","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 5 years","Large company, good pay and benefits, good work atmosphere","Frequent Management and Org changes, heavy processes, All senior leaders sit in London.","None",4.0,4.0,4.0,2.0,4.0,2.0,"Thu Aug 01 2013 10:14:49 GMT-0700 (Pacific Daylight Time)"
"gsk","A once great company going the wrong direction and losing trust.","Current Employee - Manager","Philadelphia, PA","Doesn't Recommend","Neutral Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Good salary and benefits.
Adequate IT systems and remote access.","Dramatic declining interest in US markets and employees.
Long term employees are viewed as a liability rather than an asset.
Employees are now dispensable and discarded if they can hire cheaper or outsource the job. GSK has no loyalty to their employees. 
Lousy open plan working environment.","None",2.0,2.0,2.0,2.0,4.0,1.0,"Mon Aug 12 2013 12:45:38 GMT-0700 (Pacific Daylight Time)"
"gsk","Good Work Life Balance","Current Employee - Senior Scientist","Parsippany, NJ","None","None","None","I have been working at GlaxoSmithKline full-time for more than 3 years","GSK name added to your professional experience.","Talent management and development opportunities are truly limited.","None",3.0,5.0,5.0,2.0,2.0,3.0,"Tue Aug 13 2013 18:16:19 GMT-0700 (Pacific Daylight Time)"
"gsk","A powerhouse pharma that will endure changes in the industry","None","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline ","A friendly and productive atmosphere","The new open office is not for everybody or every situation.","None",4.0,4.0,4.0,3.0,4.0,3.0,"Sat Jul 27 2013 06:18:00 GMT-0700 (Pacific Daylight Time)"
"gsk","Learning experience","None","None","Doesn't Recommend","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline ","Excellent teamwork, good pay, good facilities","Terrible management, legal holdups, lack of stakeholder communication","None",3.0,3.0,4.0,2.0,3.0,3.0,"Wed Aug 07 2013 20:52:12 GMT-0700 (Pacific Daylight Time)"
"gsk","A very open and transparent culture","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","An executive committee that is willing to listen with a real focus on developing leadership
Great opportunities for learning both interpersonal and functional skills
Wide window of opportunity for career advancement
Consistent focus on promoting an open, transparent and fun culture
Amazing CEO in Andrew Witty who is very inspiring and clearly an industry visionary","Mid-level management can be very autocratic and don't have the skills they need to deliver
A massive number of leadership teams with a confusing structure. It can take ages to get things done
Lots of bad press which is sometimes rather difficult to stomach (bribery, corruption etc.) on a personal level
If you are not part of the 'cool kids' club you tend to be left out pretty easily","None",3.0,1.0,5.0,5.0,3.0,5.0,"Wed Aug 07 2013 08:07:59 GMT-0700 (Pacific Daylight Time)"
"gsk","A very open and transparent culture","Current Employee - Anonymous Employee","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","An executive committee that is willing to listen with a real focus on developing leadership
Great opportunities for learning both interpersonal and functional skills
Wide window of opportunity for career advancement
Consistent focus on promoting an open, transparent and fun culture
Amazing CEO in Andrew Witty who is very inspiring and clearly an industry visionary","Mid-level management can be very autocratic and don't have the skills they need to deliver
A massive number of leadership teams with a confusing structure. It can take ages to get things done
Lots of bad press which is sometimes rather difficult to stomach (bribery, corruption etc.) on a personal level
If you are not part of the 'cool kids' club you tend to be left out pretty easily","None",3.0,1.0,5.0,5.0,3.0,5.0,"Wed Aug 07 2013 08:07:59 GMT-0700 (Pacific Daylight Time)"
"gsk","Very nice work atmosphere and good career opportunities","Current Employee - Medical Director","Wavre","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Inter cultural environment, compensation and benefits, good work atmosphere, good opportunities within the company","Location (Wavre) is not that central","None",5.0,5.0,5.0,4.0,5.0,4.0,"Tue Jul 23 2013 08:58:16 GMT-0700 (Pacific Daylight Time)"
"gsk","great challenge","Current Employee - Sourcing Group Manager","None","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time for more than 10 years","I love that I can always learn something new","I can not think of any","None",4.0,4.0,4.0,4.0,4.0,4.0,"Fri Jul 26 2013 11:07:38 GMT-0700 (Pacific Daylight Time)"
"gsk","Working at GSK is like jumping into a shark tank.","Former Employee - Anonymous Employee","Melbourne","Doesn't Recommend","None","None","I worked at GlaxoSmithKline full-time for less than a year","I cannot think of any.","Deceptive management, made my position redundant in order to employ the clinical director's wife whose position was being eliminated by the creation of a new company. I have since found out that the company's redundancy method was *illegal*, offering me no opportunities for redeployment. GSK is a company bereft of ethics, and I would not hesitate to recommend a friend or colleague to avoid them like the plague.","None",1.0,1.0,1.0,1.0,None,None,"Mon Aug 19 2013 23:05:12 GMT-0700 (Pacific Daylight Time)"
"gsk","Past Sales Rep","Former Employee - Executive Pharmaceuticals Sales Representative","Chicago, IL","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 8 years","Good benefits, flexible hours. fun","change territories and products often. It all depends on your DM. Get a good one and the job is great, get a bad one and it is a tough job","None",3.0,5.0,3.0,3.0,4.0,3.0,"Fri Jul 19 2013 15:53:19 GMT-0700 (Pacific Daylight Time)"
"gsk","Good for a big company","Current Employee - Project Manager","Philadelphia, PA","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Great benefits, interesting and meaningful work","Resources stretched thin. Takes longtime to get projects started, them goes very quickly","None",3.0,3.0,4.0,3.0,4.0,3.0,"Tue Jul 23 2013 07:38:12 GMT-0700 (Pacific Daylight Time)"
"gsk","Interesting,challenging, requests much flexibility","Current Employee - Project Manager","Hamburg","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Interesting,challenging, requests much flexibility
Food work-life balance","Low Transparency, communication, work environment,","None",3.0,4.0,3.0,3.0,3.0,4.0,"Sat Jul 20 2013 19:49:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Everyone talks the talk...no one walks the walk","Former Employee - Director","Research Triangle Park, NC","Doesn't Recommend","Neutral Outlook","Disapproves of CEO","I worked at GlaxoSmithKline full-time for more than 8 years","large, lots of products, excellent work life balance","flexible ethics, fairly nepotistic, very UK centric culture, very political, very stressful","None",2.0,5.0,1.0,2.0,3.0,1.0,"Wed Jul 17 2013 08:10:24 GMT-0700 (Pacific Daylight Time)"
"gsk","inconsistent","Former Employee - Clinical Study Associate","Durham, NC","Doesn't Recommend","Negative Outlook","None","I worked at GlaxoSmithKline full-time for more than 10 years","great benefits and hard working people","no forward thinking, open office concept - thought to be 'team' benefit - so far from it","None",3.0,3.0,2.0,1.0,4.0,2.0,"Sun Jul 14 2013 09:57:31 GMT-0700 (Pacific Daylight Time)"
"gsk","Great training ground, great philosophy","Current Employee - Senior Marketing Manager","Brussels","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","Corporate Mission is clear
Corporation is totally aligned sales through to marketing through to clinical / R&D)
Excellent training in marketing
Fantastic dedicated people to work with","Compensation is not great (philosophy of it being a privilege to work for GSK)
Huge organisation so can be difficult to be visible
Huge organisation so has all the accompanying politics and maneuvering","None",5.0,4.0,5.0,4.0,3.0,4.0,"Fri Jul 05 2013 00:10:55 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company to work for, good ideas for medicines","Current Employee - Manufacturing Associate","King of Prussia, PA","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","Good benefits and vacation time, diverse workforce. Noble ideas to find cures for rare diseases.","Little flexibility for job swaps. Low pay compared to similar positions at other pharma. In order to develop career you must leave company. No upwards advancement or mobility, only lateral movements. Outsource too much.","None",3.0,4.0,3.0,3.0,5.0,2.0,"Mon Jul 15 2013 21:21:46 GMT-0700 (Pacific Daylight Time)"
"gsk","it is really so  nice experience to work with glaxo.","Current Employee - Anonymous Employee","Bhāvnagar","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time for more than a year","ethics, culture, salary, respect, good career","some  of sops or u can say limitations r not working to get business","None",5.0,4.0,4.0,5.0,4.0,3.0,"Fri Jun 28 2013 03:36:13 GMT-0700 (Pacific Daylight Time)"
"gsk","Vaccine Supply Chain specialist","Current Employee - Vaccine Supply Chain Specialist","Cairo","Recommends","Neutral Outlook","Disapproves of CEO","I have been working at GlaxoSmithKline full-time for less than a year","Excellent Quality management system from documentation and detailing aspects, mentoring relations are easily set up and maintained, strong relations with GSK house, good monitoring and control of KPIs, strong experience and beneficial career step, high pay better than most of the competition, flexible hours.","Bad colleagues relationships, lots of promotions for unqualified people, no entrepreneurship, training is internal and no external training","None",3.0,4.0,1.0,4.0,4.0,4.0,"Thu Jul 11 2013 05:22:46 GMT-0700 (Pacific Daylight Time)"
"gsk","Great company to work for with good benefits","None","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","The benefits are very good.","Lacking ethnic diversity at the management level and above within Information Technology.  Very 'old school' ways of corporate thinking.","None",4.0,2.0,3.0,2.0,4.0,2.0,"Sat Jun 22 2013 16:14:19 GMT-0700 (Pacific Daylight Time)"
"gsk","People were friendly but the job scope tend to be narrow with no chance getting involved in work outside area","None","None","Doesn't Recommend","None","No Opinion of CEO","I worked at GlaxoSmithKline ","Good experience can be gained from such a large multinational company.","job scope tends to be narrow with no chance getting involved in work outside area.","None",3.0,3.0,3.0,3.0,3.0,3.0,"Mon Jul 01 2013 00:45:10 GMT-0700 (Pacific Daylight Time)"
"gsk","Positives and negatives like any company","Former Employee - Laboratory Tech","Collegeville, PA","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than a year","The campus was amazing in terms of taking care of their employees. All they were missing was a pool. 
The scientists I worked with were some of the nicest people iv ever met. 
They were also very willing to help train or clarify. 
Everything was done by the books. 
You were given every tool you needed for success. 
The campus was kept clean and up to date.","The pay wasn't amazing. I felt that I was being paid less then I deserved for my responsibility. 
The job security also wasn't what you would imagine. Huge layoffs were a normal thing.","None",5.0,5.0,5.0,4.0,4.0,5.0,"Thu Jun 13 2013 06:52:36 GMT-0700 (Pacific Daylight Time)"
"gsk","Very positive overall experience","Former Employee - Brand Manager","None","Recommends","Positive Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 5 years","Values and culture of company, excellent portfolio, transparency","None, apart from certain budget limitations","None",5.0,4.0,5.0,4.0,4.0,5.0,"Fri Jun 14 2013 13:41:13 GMT-0700 (Pacific Daylight Time)"
"gsk","Working in GlaxoSmithKline Indonesia Pharmaceuticals sucks big time","Current Employee - Anonymous Employee","Jakarta","Doesn't Recommend","Neutral Outlook","None","I have been working at GlaxoSmithKline full-time for more than 8 years","strategic office location
many cheap food stalls","poor leadership ability of the senior management
very cheap","None",1.0,2.0,1.0,1.0,2.0,1.0,"Fri Jul 05 2013 07:04:46 GMT-0700 (Pacific Daylight Time)"
"gsk","Professional, Safe and Clean","Current Employee - Product Manager","Kuala Lumpur","Recommends","Positive Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Comfortable environment, friendly colleagues, high EPF","Slow in processing , red tape","None",4.0,3.0,4.0,4.0,3.0,3.0,"Tue May 28 2013 07:04:08 GMT-0700 (Pacific Daylight Time)"
"gsk","Good employer","Former Employee - Anonymous Employee","None","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","good salary, benefits, worldwide organization. Multiple locations, fair treatment of employees","difficult industry, downward price pressure","None",3.0,3.0,3.0,3.0,4.0,3.0,"Wed Jun 12 2013 07:01:26 GMT-0700 (Pacific Daylight Time)"
"gsk","Business expert","Current Employee - Business Analyst","Mississauga, ON","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","pride, global perception, work ethics, quality focus, brand recognition, good pay and benefits, great employee perks like gym and cafeteria. Employees take extra time off at the end of the year.","Bureaucracy - red tape as its best
Core business shifting from pharma to consumer with a pharma mindset
High operating costs
Too political at times
Lack of flexibility
Managers do not listen to employees","None",3.0,4.0,3.0,2.0,4.0,3.0,"Sat Jun 08 2013 05:32:06 GMT-0700 (Pacific Daylight Time)"
"gsk","Reasonable salary, but little influence","None","None","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","Collegial environment, reasonably competitive salary, people are genuinely concerned about meeting patient needs.","People are not accustomed to giving constructive feedback and instead avoid it or give faint praise to lackluster performers. There is some dead wood that clogs processes, and no one is brave enough the thin the forest or demand improvement using measurable goals and consequences for failing to meet them.","None",4.0,3.0,4.0,4.0,4.0,3.0,"Thu May 23 2013 20:35:06 GMT-0700 (Pacific Daylight Time)"
"gsk","Not worth it","Former Employee - Anonymous Employee","None","Doesn't Recommend","Neutral Outlook","Disapproves of CEO","I worked at GlaxoSmithKline part-time","- good pay
- good benefits","- you have to sell your soul to the devil","None",2.0,3.0,2.0,2.0,5.0,1.0,"Sat May 18 2013 09:21:07 GMT-0700 (Pacific Daylight Time)"
"gsk","2yr experience with gsk india","None","None","None","None","None","I have been working at GlaxoSmithKline ","learning environment, meet lot of people","big decision inertia, less salary increment","None",3.0,None,None,None,None,None,"Mon May 20 2013 08:12:28 GMT-0700 (Pacific Daylight Time)"
"gsk","Great place to work!","Current Employee - Regional Business Manager","Orlando, FL","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 10 years","Upward mobility, constant challenge and change","Changing industry, federal constraints, public perception of industry","None",5.0,4.0,5.0,4.0,5.0,5.0,"Wed May 01 2013 13:07:36 GMT-0700 (Pacific Daylight Time)"
"gsk","It is a energetic and refreshing environment to work with. Company is very much concern with employees weel being.","Current Employee - Medical Representative","Manila, Manila","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","People centric company. They value work life balance and family","Low starting salary but eventually salary will increase as years go by.","None",4.0,4.0,5.0,4.0,3.0,4.0,"Wed Apr 17 2013 07:53:56 GMT-0700 (Pacific Daylight Time)"
"gsk","Brand manager in Marketing department","Former Employee - Brand Manager","Beijing, Beijing","None","None","None","I worked at GlaxoSmithKline full-time for more than 3 years","Good corporate culture : innovative, cooperate and  leaders have clear vision","Stressful job and need more training and personal life","None",5.0,None,None,None,None,None,"Tue Apr 16 2013 09:37:05 GMT-0700 (Pacific Daylight Time)"
"gsk","Pharma Marketing","Current Employee - Anonymous Employee","None","Doesn't Recommend","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time","fantastic benefits, pretty campus, company truly working to live by admirable values","very stressful, high pressure environment.  Dual HQ means lots of day trips to Philadelphia. Panic attacks and feeling completely overwhelmed are the norm.","None",3.0,3.0,3.0,4.0,5.0,3.0,"Fri Apr 26 2013 06:13:04 GMT-0700 (Pacific Daylight Time)"
"gsk","GSK affords opportunity to grow- with challenges you will face no matter where you work","None","None","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","Flexibility, salary, work life balance, opportunities to develop","Incentive compensation structure, focus on written and verbal tests","None",4.0,4.0,3.0,4.0,4.0,4.0,"Wed Apr 10 2013 15:38:51 GMT-0700 (Pacific Daylight Time)"
"gsk","Pharmaceutical Sales Representative","Former Employee - Pharmaceuticals Sales Representative","Pittsburgh, PA","Recommends","None","No Opinion of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","Very large, reputable company that looks great on a resume.  Great benefits and salary is competitive with other large pharma companies.","not too many things that i would call negative about this company","None",4.0,3.0,4.0,3.0,4.0,4.0,"Wed Apr 10 2013 20:51:53 GMT-0700 (Pacific Daylight Time)"
"gsk","Good people poor management","None","None","None","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline ","Very flexible...to a fault where people work remotely way too much.  They pay is very good","Constant changes and re-rots by management make any sense of stability impossible.","None",3.0,4.0,3.0,3.0,5.0,1.0,"Wed Apr 24 2013 18:15:42 GMT-0700 (Pacific Daylight Time)"
"gsk","Rapidly changing company trying to build and perform simultaneously","Former Employee - Director","Raleigh, NC","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 3 years","Embracing the need to change
Opportunities abound for high performers with diverse skills
Visionary CEO","Some resisting the need to change
For a company its size, its surprising how some core capabilities are still being developed","None",4.0,4.0,5.0,3.0,4.0,4.0,"Tue Apr 02 2013 19:35:51 GMT-0700 (Pacific Daylight Time)"
"gsk","Very good company to work","Current Employee - Product Manager","None","None","None","None","I have been working at GlaxoSmithKline full-time for less than a year","Good team environment and work life balance","Not yet so focused on specialties","None",4.0,None,None,None,None,None,"Wed Apr 03 2013 02:38:03 GMT-0700 (Pacific Daylight Time)"
"gsk","excellant","Current Employee - Sales Representative","Mumbai","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for less than a year","relax job, salary high than average of industry, growth opportunity, superb healthy of environment . great work  culture,","less time, exploitation, incentives , attrition rate high","None",5.0,5.0,5.0,5.0,5.0,5.0,"Tue Apr 02 2013 00:40:05 GMT-0700 (Pacific Daylight Time)"
"gsk","a","None","None","None","None","None","I have been working at GlaxoSmithKline ","ali like this company infact","my pay is low and i dont like it","None",4.0,None,None,None,None,None,"Thu Apr 04 2013 12:55:45 GMT-0700 (Pacific Daylight Time)"
"gsk","Its a very good company to work for.","None","None","None","None","None","I have been working at GlaxoSmithKline ","Great job opportunities and networking chances.","Only take the best of the best.","None",5.0,None,None,None,None,None,"Wed Apr 03 2013 07:45:10 GMT-0700 (Pacific Daylight Time)"
"gsk","Overall GSK is good company","Current Employee - Anonymous Employee","None","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 3 years","good career advancement and personal development.","salary wise, only pay median of market salary. frequent re-org.","None",3.0,3.0,3.0,4.0,3.0,2.0,"Fri Apr 12 2013 16:06:39 GMT-0700 (Pacific Daylight Time)"
"gsk","Accounts Payable","Former Employee - Accounts Payable Accountant","Shanghai, Shanghai","None","None","None","I worked at GlaxoSmithKline full-time for more than a year","Good or bad it depends on which BU you are. AP is part of share service, I can only say it's just so so. Not as good as other BU.","Very busy at month end, have to work over time at the end of month.","None",3.0,3.0,3.0,3.0,3.0,3.0,"Wed Apr 10 2013 22:47:00 GMT-0700 (Pacific Daylight Time)"
"gsk","Sr. Executive Sales Representative","Current Employee - Senior Executive Sales Representative","Roseville, CA","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline part-time for more than 10 years","Excellent products, great pay and benefits, top of the line research, great reputation among physician community and peers","managers mot as knowledgeable about teamwork as could be","None",4.0,3.0,4.0,5.0,5.0,4.0,"Tue Mar 26 2013 16:34:04 GMT-0700 (Pacific Daylight Time)"
"gsk","one could manage","None","None","Doesn't Recommend","Neutral Outlook","None","I worked at GlaxoSmithKline ","Good pay and benefits, global work environment","Very political! Everything takes forever.","None",2.0,2.0,1.0,2.0,5.0,2.0,"Wed Apr 10 2013 09:51:11 GMT-0700 (Pacific Daylight Time)"
"gsk","Satisfied","Current Employee - Analyst","Rockville, MD","Recommends","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than a year","Good environment, good benefits, good managemebt","HR could be better, IT could be better, this is due to the largeness of the company","None",4.0,4.0,3.0,3.0,4.0,4.0,"Fri Mar 22 2013 07:52:28 GMT-0700 (Pacific Daylight Time)"
"gsk","Logistics Coordinator","Former Employee - Anonymous Employee","None","Recommends","None","No Opinion of CEO","I worked at GlaxoSmithKline full-time","huge experince cause of the huge business and oveload","No employee care at all in Egypt - the global culture isn't applied here","None",3.0,4.0,3.0,3.0,3.0,2.0,"Fri Apr 05 2013 07:31:25 GMT-0700 (Pacific Daylight Time)"
"gsk","Many opportunities for growth and development","Former Employee - Medical Manager","Melbourne","None","Negative Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","Large company, many roles. Was willing to support unconventional moves and people with high potential","Short term perspectives, less and less willing to invest in career development over time","None",4.0,4.0,3.0,5.0,4.0,2.0,"Mon Mar 18 2013 20:58:07 GMT-0700 (Pacific Daylight Time)"
"gsk","gsk an overview","Current Employee - Vice President","Mumbai","Recommends","None","None","I have been working at GlaxoSmithKline full-time for more than 5 years","very ethical, people & patients oriented","procrastination, not aggressive, not much of direction","None",4.0,4.0,4.0,3.0,3.0,4.0,"Tue Mar 19 2013 02:27:54 GMT-0700 (Pacific Daylight Time)"
"gsk","Absolute freedom to succeed","Current Employee - Anonymous Employee","Lagos","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time for more than 3 years","* Highly ethical standards
* Freedom to succeed
* Impressive recognition and reward for excellence
* Impressive Values","* Slow decision making process
* Lack of competitive employee package","None",5.0,5.0,5.0,5.0,2.0,4.0,"Fri Mar 15 2013 10:52:27 GMT-0700 (Pacific Daylight Time)"
"gsk","All Structures in place, Pays less than Market","Current Employee - Zonal Sales Manager","Mumbai","Recommends","Neutral Outlook","No Opinion of CEO","I have been working at GlaxoSmithKline full-time for less than a year","Very good struction
Employee Sacking is low
High on Integrity","Slow Growth
Orthodox sometimes
Pays below the market","None",3.0,4.0,3.0,3.0,1.0,4.0,"Thu Mar 28 2013 02:47:08 GMT-0700 (Pacific Daylight Time)"
"gsk","Great Company to Work","Current Employee - Senior Manager","Bangalore","Recommends","Positive Outlook","None","I have been working at GlaxoSmithKline full-time for more than 10 years","People Oriented
Good Values
Work life Balance
Personal Growth","Compensation pakage
Leadership changes
No comparmisation in Qulity","None",5.0,5.0,5.0,4.0,3.0,5.0,"Tue Mar 12 2013 08:56:02 GMT-0700 (Pacific Daylight Time)"
"gsk","Working at GSK is very challenging.","Current Employee - Executive Pharmaceuticals Sales Representative","None","Doesn't Recommend","Neutral Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 8 years","The products I sell and the customers I call on make my job enjoyable.  My team mates are great.","A lot of the admin work.  Assessments and simulations instead of sales goals for bonuses.","None",3.0,2.0,3.0,3.0,4.0,2.0,"Sat Mar 16 2013 06:26:31 GMT-0700 (Pacific Daylight Time)"
"gsk","Good company","Former Employee - Senior Engineer","Clifton, NJ","Recommends","Neutral Outlook","Approves of CEO","I worked at GlaxoSmithKline full-time for more than 10 years","So many things to do - lot to learn","Higher autorities are from UK, no advancement for local people","None",3.0,3.0,4.0,3.0,4.0,2.0,"Tue Mar 19 2013 14:01:27 GMT-0700 (Pacific Daylight Time)"
"gsk","Best Company, Special in sensodine","Current Employee - Merchentdising","Hyderābād","Recommends","Positive Outlook","Approves of CEO","I have been working at GlaxoSmithKline full-time for more than 5 years","Low tension & Good Management.","They are Good & Nice.","None",5.0,3.0,5.0,3.0,3.0,3.0,"Sun Mar 03 2013 04:17:56 GMT-0800 (Pacific Standard Time)"
